2025-05-17 00:02|CK100|57.92|64.00|52.00|56.51|4772|89.99|858|66.90|392|78.49|391|31.51|204|44.11|351|51.57|584|2780|70.00|46.00|2082|8192|997918
2025-05-17 00:02|CK101|34.43|38.00|31.00|33.10|1886|44.21|841|23.97|137|70.60|898|13.70|187|87.39|178|48.28|895|3136|41.00|28.00|8262|5122|991738
2025-05-17 00:02|CK102|38.71|43.00|35.00|37.26|3530|46.65|406|35.86|988|91.95|465|12.93|617|94.22|296|85.53|653|3425|46.00|31.00|2665|7373|997335
2025-05-17 00:02|CK103|32.35|36.00|29.00|35.35|1291|42.34|934|68.43|110|26.85|368|48.14|163|16.29|114|37.42|1079|2768|39.00|26.00|4165|8664|995835
2025-05-17 00:02|CK104|28.11|31.00|25.00|26.75|1514|78.24|165|92.16|833|48.17|269|67.54|265|31.41|469|10.07|756|2757|34.00|22.00|3237|9095|996763
2025-05-17 00:02|CK105|62.56|69.00|56.00|63.78|4618|37.02|543|61.54|633|73.75|497|64.68|555|55.72|195|97.43|1001|3424|75.00|50.00|3454|3961|996546
2025-05-17 00:02|CK106|67.91|75.00|61.00|69.90|2636|27.17|676|40.12|825|97.99|1035|92.51|632|46.68|822|85.57|997|4987|81.00|54.00|7356|8122|992644
2025-05-17 00:02|CK107|66.96|74.00|60.00|62.51|1807|82.70|1005|54.88|813|16.13|547|71.37|1072|20.31|587|88.59|799|4823|80.00|54.00|6075|7524|993925
2025-05-17 00:02|CK108|15.20|17.00|14.00|14.76|4042|55.25|557|42.50|462|75.64|797|52.23|690|66.20|809|71.80|362|3677|18.00|12.00|4611|8749|995389
2025-05-17 00:02|CK109|88.08|97.00|79.00|87.18|585|14.45|495|59.84|419|12.85|125|92.42|233|18.51|655|61.52|1077|3004|106.00|70.00|1627|4535|998373
2025-05-17 00:02|CK110|25.23|28.00|23.00|27.25|4481|49.29|1094|87.20|181|56.84|702|38.41|575|18.27|943|69.67|130|3625|30.00|20.00|5583|6620|994417
2025-05-17 00:02|CK111|27.68|30.00|25.00|30.06|2972|76.04|1054|83.04|638|59.86|600|95.66|678|71.31|702|53.40|715|4387|33.00|22.00|8785|8987|991215
2025-05-17 00:02|CK112|51.13|56.00|46.00|51.40|591|82.63|120|63.71|422|68.98|1079|86.60|603|58.39|853|61.02|954|4031|61.00|41.00|9377|4953|990623
2025-05-17 00:02|CK113|77.15|85.00|69.00|83.42|1834|21.59|426|95.31|1094|50.53|230|48.18|156|86.87|814|47.65|208|2928|93.00|62.00|4721|9169|995279
2025-05-17 00:02|CK114|42.56|47.00|38.00|44.71|1565|97.00|624|30.70|549|34.44|201|30.90|812|16.81|528|77.82|1021|3735|51.00|34.00|8857|8151|991143
2025-05-17 00:02|CK115|43.29|48.00|39.00|43.88|4018|69.73|128|24.20|620|18.09|803|12.79|958|38.45|834|64.02|275|3618|52.00|35.00|408|4790|999592
2025-05-17 00:02|CK116|88.82|98.00|80.00|90.27|3543|51.58|583|15.59|199|52.80|1049|33.02|743|36.78|758|61.52|1044|4376|107.00|71.00|4116|8600|995884
2025-05-17 00:02|CK117|52.29|58.00|47.00|49.55|4357|91.51|776|76.54|695|88.35|581|34.64|183|33.94|595|29.97|804|3634|63.00|42.00|5347|9830|994653
2025-05-17 00:02|CK118|48.68|54.00|44.00|46.16|1489|38.26|145|26.78|609|55.77|560|43.19|162|44.53|510|93.69|990|2976|58.00|39.00|3508|8292|996492
2025-05-17 00:02|CK119|22.07|24.00|20.00|21.30|5248|97.05|864|24.55|782|25.29|260|21.34|430|62.48|858|56.78|187|3381|26.00|18.00|8919|329|991081
2025-05-17 00:02|CK120|49.49|54.00|45.00|44.68|1584|76.88|107|43.23|411|34.95|219|36.54|447|55.79|438|18.07|228|1850|59.00|40.00|1285|3152|998715
2025-05-17 00:02|CK121|66.48|73.00|60.00|71.64|1074|74.34|404|72.99|408|77.18|559|78.05|1059|39.39|123|66.75|649|3202|80.00|53.00|8542|5748|991458
2025-05-17 00:02|CK122|58.35|64.00|53.00|62.54|4379|89.48|637|78.67|875|41.60|858|77.84|557|45.62|737|21.27|100|3764|70.00|47.00|1302|6659|998698
2025-05-17 00:02|CK123|28.47|31.00|26.00|30.88|4542|80.78|867|79.52|621|20.23|993|39.03|507|50.88|229|14.79|121|3338|34.00|23.00|544|7210|999456
2025-05-17 00:02|CK124|56.02|62.00|50.00|50.90|1863|64.23|500|70.10|244|12.30|290|35.40|581|27.59|458|14.83|611|2684|67.00|45.00|7496|6896|992504
2025-05-17 00:02|CK125|70.83|78.00|64.00|73.71|964|19.45|510|18.62|526|34.57|305|61.09|318|26.53|207|74.15|508|2374|85.00|57.00|1789|4197|998211
2025-05-17 00:02|CK126|66.22|73.00|60.00|66.61|5046|49.66|140|92.66|341|54.62|507|29.68|1015|47.58|554|37.93|709|3266|79.00|53.00|7902|2265|992098
2025-05-17 00:02|CK127|51.57|57.00|46.00|53.10|5242|80.30|825|58.33|948|38.41|795|36.67|389|96.24|517|53.41|884|4358|62.00|41.00|1091|9115|998909
2025-05-17 00:02|CK128|38.84|43.00|35.00|37.16|2930|13.52|973|36.83|989|10.91|172|36.35|171|55.60|1024|12.28|749|4078|47.00|31.00|3545|9438|996455
2025-05-17 00:02|CK129|11.53|13.00|10.00|12.48|2000|42.41|1041|74.27|1048|64.20|229|18.55|300|74.19|145|54.12|185|2948|14.00|9.00|2471|2020|997529
2025-05-17 00:02|CK100|57.92|64.00|52.00|55.07|2992|32.29|530|34.18|758|38.85|898|77.14|222|94.55|618|58.99|113|3139|70.00|46.00|7302|3382|992698
