2025-05-23 18:47|CK100|57.97|64.00|52.00|54.85|3357|58.17|837|11.77|128|82.64|730|53.81|935|14.54|590|51.44|984|4204|70.00|46.00|2721|2853|997279
2025-05-23 18:47|CK101|73.09|80.00|66.00|72.41|5112|14.55|907|35.78|401|83.85|127|90.74|200|83.27|112|93.28|696|2443|88.00|58.00|5491|6997|994509
2025-05-23 18:47|CK102|90.95|100.00|82.00|82.62|5158|55.75|721|75.69|231|77.89|501|85.93|104|21.51|299|16.67|976|2832|109.00|73.00|8137|594|991863
2025-05-23 18:47|CK103|21.61|24.00|19.00|20.18|1374|46.81|405|79.50|983|62.09|354|95.66|566|17.18|591|19.05|435|3334|26.00|17.00|1656|1171|998344
2025-05-23 18:47|CK104|90.84|100.00|82.00|95.39|2191|93.60|423|35.85|152|14.64|643|86.35|192|53.30|506|88.08|395|2311|109.00|73.00|3216|1946|996784
2025-05-23 18:47|CK105|56.71|62.00|51.00|60.93|5035|51.39|885|15.69|509|58.17|339|76.55|998|37.26|332|39.92|497|3560|68.00|45.00|5259|5795|994741
2025-05-23 18:47|CK106|57.74|64.00|52.00|58.42|683|37.65|243|17.72|986|36.07|148|76.94|665|94.94|741|66.67|273|3056|69.00|46.00|309|6993|999691
2025-05-23 18:47|CK107|79.87|88.00|72.00|78.49|701|33.57|159|65.68|890|43.05|769|66.57|161|73.30|433|12.18|776|3188|96.00|64.00|8938|5152|991062
2025-05-23 18:47|CK108|18.72|21.00|17.00|17.11|3134|51.94|552|56.99|815|55.77|438|22.46|349|63.59|798|67.61|477|3429|22.00|15.00|6723|2797|993277
2025-05-23 18:47|CK109|38.45|42.00|35.00|35.84|3424|98.04|596|26.19|231|44.48|109|99.77|274|30.58|301|97.26|803|2314|46.00|31.00|9160|5263|990840
2025-05-23 18:47|CK110|63.62|70.00|57.00|59.91|878|86.65|789|20.47|874|89.79|1023|19.00|371|92.54|793|48.53|414|4264|76.00|51.00|4532|8889|995468
2025-05-23 18:47|CK111|44.00|48.00|40.00|44.93|3954|24.31|747|19.66|886|79.73|488|84.98|617|94.29|864|33.96|1026|4628|53.00|35.00|2644|3098|997356
2025-05-23 18:47|CK112|19.46|21.00|18.00|20.31|2523|74.84|415|32.95|914|19.28|873|49.96|379|40.40|1066|92.40|598|4245|23.00|16.00|9744|4217|990256
2025-05-23 18:47|CK113|11.24|12.00|10.00|10.47|2101|53.72|437|15.04|1079|55.33|971|21.03|1028|23.53|467|62.42|484|4466|13.00|9.00|5352|7989|994648
2025-05-23 18:47|CK114|24.99|27.00|22.00|27.05|3294|70.38|179|86.03|889|79.11|541|69.60|955|96.88|346|51.80|889|3799|30.00|20.00|2385|22|997615
2025-05-23 18:47|CK115|42.40|47.00|38.00|44.08|3582|30.09|212|23.29|181|90.05|462|70.12|754|30.20|1009|47.34|131|2749|51.00|34.00|6655|5453|993345
2025-05-23 18:47|CK116|35.69|39.00|32.00|37.54|2546|26.72|773|21.20|1025|24.54|684|91.62|208|25.58|846|67.47|700|4236|43.00|29.00|600|1327|999400
2025-05-23 18:47|CK117|37.35|41.00|34.00|35.54|3606|48.78|676|48.22|973|83.57|717|44.60|654|39.62|933|91.72|116|4069|45.00|30.00|48|4058|999952
2025-05-23 18:47|CK118|72.09|79.00|65.00|71.59|2033|86.24|520|78.30|201|54.65|417|60.62|586|58.08|565|88.80|390|2679|87.00|58.00|2405|4422|997595
2025-05-23 18:47|CK119|10.69|12.00|10.00|10.15|713|71.46|789|99.48|132|69.21|541|52.32|594|16.08|804|75.82|899|3759|13.00|9.00|7310|1518|992690
2025-05-23 18:47|CK120|77.91|86.00|70.00|84.02|927|11.02|153|97.92|654|34.03|706|48.40|289|67.66|896|24.46|471|3169|93.00|62.00|7274|3042|992726
2025-05-23 18:47|CK121|76.02|84.00|68.00|73.11|1557|78.71|134|23.87|301|17.16|1018|26.42|179|80.16|754|85.65|188|2574|91.00|61.00|7845|429|992155
2025-05-23 18:47|CK122|45.69|50.00|41.00|43.62|5459|87.82|572|44.28|150|61.31|661|78.91|397|23.65|466|16.61|116|2362|55.00|37.00|6031|6093|993969
2025-05-23 18:47|CK123|83.97|92.00|76.00|88.36|3206|29.15|676|32.23|416|50.75|973|51.11|262|91.35|907|43.74|190|3424|101.00|67.00|3155|7416|996845
2025-05-23 18:47|CK124|85.16|94.00|77.00|83.06|5373|59.53|584|92.46|966|46.08|734|61.26|935|13.31|930|46.77|885|5034|102.00|68.00|8893|1600|991107
2025-05-23 18:47|CK125|43.02|47.00|39.00|47.15|4060|70.52|120|38.30|574|17.58|860|79.41|699|32.63|331|22.32|390|2974|52.00|34.00|1380|7771|998620
2025-05-23 18:47|CK126|22.11|24.00|20.00|23.37|1469|76.34|724|95.36|893|54.41|1001|29.72|955|56.34|316|31.32|810|4699|27.00|18.00|6312|1636|993688
2025-05-23 18:47|CK127|40.00|44.00|36.00|41.98|1277|67.72|149|15.19|960|78.73|386|40.91|105|94.72|113|14.42|517|2230|48.00|32.00|2223|4602|997777
2025-05-23 18:47|CK128|70.92|78.00|64.00|75.61|3412|16.13|1091|86.54|1099|27.73|805|80.23|253|53.94|303|81.18|724|4275|85.00|57.00|492|1632|999508
2025-05-23 18:47|CK129|14.26|16.00|13.00|13.87|3876|79.10|113|79.99|936|50.56|300|24.26|583|99.75|444|69.68|909|3285|17.00|11.00|583|1495|999417
