2025-05-25 15:07|CK100|53.50|59.00|48.00|51.98|2274|38.47|955|63.43|221|96.08|721|64.65|204|42.61|452|82.88|419|2972|64.00|43.00|9043|391|990957
2025-05-25 15:07|CK101|20.67|23.00|19.00|19.06|2099|26.61|855|59.14|831|58.23|922|28.14|516|72.19|413|60.86|361|3898|25.00|17.00|299|8236|999701
2025-05-25 15:07|CK102|98.27|108.00|88.00|105.14|2785|98.81|155|82.36|545|77.69|1088|19.88|145|93.43|987|76.27|793|3713|118.00|79.00|5005|3186|994995
2025-05-25 15:07|CK103|39.73|44.00|36.00|38.43|3799|14.10|494|75.33|348|58.45|488|81.55|492|89.02|960|24.84|342|3124|48.00|32.00|1841|5744|998159
2025-05-25 15:07|CK104|48.89|54.00|44.00|53.29|3777|23.43|582|76.20|480|89.91|988|73.88|661|15.37|923|85.12|285|3919|59.00|39.00|176|3841|999824
2025-05-25 15:07|CK105|87.73|97.00|79.00|87.02|773|26.59|835|64.74|993|67.85|546|90.60|272|22.99|633|88.70|812|4091|105.00|70.00|5182|4084|994818
2025-05-25 15:07|CK106|94.19|104.00|85.00|91.04|883|39.34|501|12.79|952|17.95|165|97.07|656|93.97|795|50.29|613|3682|113.00|75.00|7241|6182|992759
2025-05-25 15:07|CK107|42.32|47.00|38.00|43.29|3457|78.21|369|37.84|619|88.34|398|78.46|335|71.23|984|56.77|690|3395|51.00|34.00|6884|7849|993116
2025-05-25 15:07|CK108|47.30|52.00|43.00|49.00|4574|37.11|896|10.87|576|61.93|734|69.04|813|85.04|496|11.19|340|3855|57.00|38.00|397|1260|999603
2025-05-25 15:07|CK109|12.81|14.00|12.00|13.76|2040|65.83|887|79.61|715|71.69|801|66.63|963|36.62|945|45.34|863|5174|15.00|10.00|3746|541|996254
2025-05-25 15:07|CK110|54.99|60.00|49.00|59.56|4853|58.96|482|35.99|563|75.39|1007|60.47|543|77.89|1042|68.41|603|4240|66.00|44.00|8956|4850|991044
2025-05-25 15:07|CK111|66.48|73.00|60.00|69.84|4655|61.10|830|52.16|146|57.42|239|61.79|953|80.24|976|60.39|631|3775|80.00|53.00|2123|8425|997877
2025-05-25 15:07|CK112|70.78|78.00|64.00|64.02|5185|44.29|500|85.13|470|26.77|516|14.10|388|97.39|352|45.36|1089|3315|85.00|57.00|7828|7429|992172
2025-05-25 15:07|CK113|39.94|44.00|36.00|41.22|1713|97.90|911|29.83|214|60.19|443|83.59|201|13.93|706|71.72|578|3053|48.00|32.00|8947|1341|991053
2025-05-25 15:07|CK114|66.22|73.00|60.00|65.42|2275|74.69|599|22.50|1093|66.10|1040|74.46|508|30.40|400|94.27|984|4624|79.00|53.00|5216|3041|994784
2025-05-25 15:07|CK115|67.96|75.00|61.00|69.45|4219|61.55|413|27.83|1082|66.41|266|87.40|697|37.74|600|56.87|379|3437|82.00|54.00|9209|418|990791
2025-05-25 15:07|CK116|82.22|90.00|74.00|85.13|4826|84.21|375|48.83|116|17.09|263|29.83|574|89.48|271|37.78|358|1957|99.00|66.00|7917|4136|992083
2025-05-25 15:07|CK117|92.17|101.00|83.00|90.82|4935|53.00|198|80.32|904|29.03|1055|19.49|284|83.16|303|96.61|119|2863|111.00|74.00|2703|2635|997297
2025-05-25 15:07|CK118|11.49|13.00|10.00|12.20|5189|23.67|877|35.12|501|98.77|1050|18.97|496|51.45|719|72.11|692|4335|14.00|9.00|3606|7896|996394
2025-05-25 15:07|CK119|71.95|79.00|65.00|73.14|3244|54.39|708|51.54|759|71.38|770|47.35|1016|78.18|105|19.48|270|3628|86.00|58.00|3148|2497|996852
2025-05-25 15:07|CK120|54.18|60.00|49.00|55.89|2653|20.62|278|16.36|717|15.20|316|70.42|796|43.74|670|89.34|296|3073|65.00|43.00|664|3672|999336
2025-05-25 15:07|CK121|66.29|73.00|60.00|60.42|1665|83.52|474|36.65|1070|85.68|287|64.50|615|70.04|564|78.09|841|3851|80.00|53.00|4790|7314|995210
2025-05-25 15:07|CK122|20.11|22.00|18.00|18.61|4594|17.25|953|71.97|771|70.72|961|95.85|957|27.91|418|13.90|180|4240|24.00|16.00|1720|286|998280
2025-05-25 15:07|CK123|22.51|25.00|20.00|21.88|4613|54.57|840|49.05|480|20.82|654|21.69|257|39.57|244|52.79|750|3225|27.00|18.00|3014|2244|996986
2025-05-25 15:07|CK124|36.78|40.00|33.00|34.59|4515|32.09|814|71.72|314|81.18|366|73.31|873|89.62|433|82.73|301|3101|44.00|29.00|3347|8940|996653
2025-05-25 15:07|CK125|39.05|43.00|35.00|42.38|2691|68.62|244|47.92|870|31.20|476|38.00|902|16.48|614|73.60|451|3557|47.00|31.00|1598|6413|998402
2025-05-25 15:07|CK126|73.60|81.00|66.00|68.67|1681|17.99|493|57.98|1070|88.70|116|87.11|1085|80.26|894|20.83|254|3912|88.00|59.00|9737|2895|990263
2025-05-25 15:07|CK127|61.62|68.00|55.00|65.96|926|69.40|207|81.52|881|83.95|300|25.61|148|41.23|1024|61.71|1090|3650|74.00|49.00|9614|8046|990386
2025-05-25 15:07|CK128|63.31|70.00|57.00|63.08|5420|90.58|624|41.06|858|28.18|343|23.86|135|42.42|503|95.72|198|2661|76.00|51.00|8435|3521|991565
2025-05-25 15:07|CK129|19.95|22.00|18.00|21.52|1589|65.53|412|78.79|743|28.95|770|62.78|1004|86.64|617|43.86|327|3873|24.00|16.00|8745|9204|991255
